,idLV,SG_UF,CD_LOCALIDADE_TSE,NM_LOCALIDADE,NR_ZONA,NR_LOCVOT,NM_LOCVOT,DS_ENDERECO,DS_BAIRRO,NR_CEP,n_locs,street_name,street_number,locality,postal_code,sub_locality,provider,latitude,longitude,dispersion,clusters_count,providers_count,levenshtein_match_street_name
219,38490102097,BA,38490,SALVADOR,10,2097,"ESPECIAL COLÉGIO ESTADUAL ANGELITA MORENO","RUA DAS ARARAS, S/N - ZONA URBANA",IMBUÍ,41720010,1,"Rua das Araras",,Salvador,41720010,Imbuí,here_geocoder,-12.96958,-38.4358,1193.99403724,2,2,0.37837837837838
220,38490102127,BA,38490,SALVADOR,10,2127,"ESPECIAL COLÉGIO VILAS","RUA DO ROUXINOL, N 71 - JARDIM BOLANDEIRA - ZONA URBANA",IMBUÍ,41720052,1,"Rua do Rouxinol",71,Salvador,41720052,Imbuí,google_maps,-12.9716107,-38.4386948,1296.5623367751,1,3,0.26315789473684
221,38490102135,BA,38490,SALVADOR,10,2135,"ESPECIAL ESCOLA ESTADUAL NOSSA SENHORA DA PAZ","PRAÇA DAS DECISÕES, S/N - ZONA URBANA","BAIRRO DA PAZ",41110530,1,"Avenida Um da Paz",,Salvador,41216030,Sussuarana,here_geocoder,-12.9318,-38.44357,1551.1884701669,1,1,0.26530612244898
222,38490102178,BA,38490,SALVADOR,10,2178,"ESCOLA MUNICIPAL METODISTA SUSANA WESLEY","RUA SIMÕES FILHO, 955 - ZONA URBANA","BOCA DO RIO",41705010,10,"Rua Simões Filho",,Salvador,41705010,"Boca do Rio",here_geocoder,-12.98005,-38.43266,146.17445781524,1,3,0.37777777777778
223,38490102186,BA,38490,SALVADOR,10,2186,"UNIVERSIDADE CATÓLICA DO SALVADOR","AV. PINTO DE AGUIAR, Nº 2589, CENTRO DE ENSINO II - ZONA URBANA",PITUAÇU,41740090,25,"Avenida Professor Pinto de Aguiar",2589,Salvador,41740090,Pituaçu,google_maps,-12.9492057,-38.4133345,-1,2,1,0.26086956521739
224,38490102208,BA,38490,SALVADOR,10,2208,"ESPECIAL ESCOLA MUNICIPAL METODISTA SUSANA WESLEY","RUA SIMÕES FILHO, Nº 955 - ZONA URBANA","BOCA DO RIO",41705010,1,"Rua Simões Filho",,Salvador,41705010,"Boca do Rio",here_geocoder,-12.98005,-38.43266,146.17445781524,1,3,0.3469387755102
225,38490102216,BA,38490,SALVADOR,10,2216,"FUNDAÇÃO BAHIANA DE ENGENHARIA","AV. ADHEMAR PINHEIRO LEMOS, Nº 1617 - ZONA URBANA",IMBUÍ,41720030,10,"Rua Adhemar Pinheiro Lemos",,Salvador,41720,Imbuí,google_maps,-12.9664695,-38.4359123,819.978297166,1,2,0.42592592592593
226,38490102232,BA,38490,SALVADOR,10,2232,"ESCOLA MUNICIPAL CIDADE VITÓRIA DA CONQUISTA","RUA NOSSA SENHORA DO AMPARO DE ITAPUÃ, Nº 1 - ZONA URBANA",ITAPUÃ,41600515,6,"Rua Nossa Senhora do Amparo",1,Salvador,41500470,Itapuã,here_geocoder,-12.9423602,-38.3658615,795.89463428148,1,2,0.421875
227,38490102240,BA,38490,SALVADOR,10,2240,"UNIRB - FACULDADE REGIONAL DA BAHIA","AV. TAMBURUGY, Nº 474 - ZONA URBANA",PATAMARES,41680440,6,"Avenida Tamburugy",474,Salvador,41611025,Patamares,google_maps,-12.9588834,-38.4011796,-1,2,1,0.18604651162791
228,38490102259,BA,38490,SALVADOR,10,2259,"ESCOLA MUNICIPAL NOVA DO BAIRRO DA PAZ","RUA NELSON MANDELA, S/N, ALTO DA BELA VISTA - ZONA URBANA","BAIRRO DA PAZ",41515260,9,"Rua Nelson Mandela",,Salvador,41515260,"Bairro da Paz",here_geocoder,-12.92638,-38.37728,1546.6184876306,1,3,0.26865671641791
229,38490102267,BA,38490,SALVADOR,10,2267,"ESCOLA MUNICIPAL MANUEL LISBOA","RUA ANTONINO CASAES, N 199 - ZONA URBANA",ITAPUÃ,41635370,5,"Rua Antônio Casaes",199,Salvador,41635370,Itapuã,here_geocoder,-12.9473256,-38.3700971,729.91471646456,1,3,0.35555555555556
230,38490102283,BA,38490,SALVADOR,10,2283,"ESCOLA MUNICIPAL CARLOS MURION","RUA BARRETO PEDROSO, N 295 - ZONA URBANA",PITUAÇU,41741030,6,"Rua Barreto Pedroso",295,Salvador,41741030,Pituaçu,google_maps,-12.969717,-38.413017,1263.8819732232,1,3,0.41304347826087
231,38490102291,BA,38490,SALVADOR,10,2291,"COLÉGIO MONTESSORIANO","RUA ABELARDO ANDRADE DE CARVALHO, N. 5 - ZONA URBANA","BOCA DO RIO",41706710,6,"Rua Abelardo Andrade de Carvalho",s/n,Salvador,41706710,"Boca do Rio",google_maps,-12.9779632,-38.4273091,3696.3229543747,1,3,0.52459016393443
232,38490102321,BA,38490,SALVADOR,10,2321,"ESCOLA MUNICIPAL AGNELO DE BRITO","RUA MANOEL ALMEIDA PACHECO, SN - ZONA URBANA","BOCA DO RIO",41706050,8,"Rua Manoel Almeida Pachêco",,Salvador,41706050,"Boca do Rio",google_maps,-12.9784435,-38.4328819,89.271944554378,1,3,0.47169811320755
233,38490102330,BA,38490,SALVADOR,10,2330,"ESPECIAL ESCOLA MUNICIPAL AGNELO DE BRITO","RUA MANOEL ALMEIDA PACHECO, SN - ZONA URBANA","BOCA DO RIO",41706050,1,"Rua Manoel Almeida Pachêco",,Salvador,41706050,"Boca do Rio",google_maps,-12.9784435,-38.4328819,89.271944554378,1,3,0.47169811320755
234,38490102348,BA,38490,SALVADOR,10,2348,"ESCOLA EDIVALDO BOAVENTURA","CONJUNTO VALE DOS RIOS, S/N - ZONA URBANA",STIEP,41770030,8,"Rua Arthur Fraga",,Salvador,41770030,Stiep,google_maps,-12.9795646,-38.4477768,-1,1,1,0.18181818181818
235,38490102356,BA,38490,SALVADOR,10,2356,"COLÉGIO ESTADUAL DO STIEP CARLOS MARIGHELLA","CONJUNTO HABITACIONAL STIEP, QUADRA 01, S/N - ZONA URBANA",STIEP,41775010,12,"Quadra 01",,Salvador,41342678,"Fazenda Grande 2",google_maps,-12.9091845,-38.4066145,-1,1,1,0.15254237288136
236,3849011015,BA,38490,SALVADOR,1,1015,"COLÉGIO SANTA CECÍLIA","RUA FLORIANÓPOLIS, 84 - ZONA URBANA","JARDIM BRASIL",40140320,7,"Rua Florianópolis",84,Salvador,40140320,Barra,google_maps,-13.0050122,-38.5274865,146.21723644276,1,3,0.38297872340426
237,3849011023,BA,38490,SALVADOR,1,1023,"CABANA DA BARRA","AV. AFONSO CELSO 1 - ZONA URBANA",BARRA,40140080,4,"Rua Afonso Celso",1,Salvador,40140080,Barra,here_geocoder,-13.0089268,-38.5319419,2329.3663613775,1,3,0.36111111111111
238,3849011066,BA,38490,SALVADOR,1,1066,"BAHIA BRITSH CLUB (CLUBE INGLÊS)","RUA BANCO DOS INGLESES 20 - ZONA URBANA","CAMPO GRANDE",40080040,5,"Rua Banco dos Inglêses",20,Salvador,40080040,"Campo Grande",google_maps,-12.9871061,-38.5228545,447.07853648744,1,3,0.4
239,3849011074,BA,38490,SALVADOR,1,1074,"COLÉGIO ESTADUAL DEPUTADO MANOEL NOVAES","AV. ARAÚJO PINHO, 30 - ZONA URBANA",CANELA,40110150,19,"Avenida Araújo Pinho",30,Salvador,40110150,Canela,here_geocoder,-12.990283,-38.5206487,2530.9442811687,1,3,0.30769230769231
240,3849011082,BA,38490,SALVADOR,1,1082,"PAVILHÃO DE AULAS DO CANELA - UFBA","RUA REITOR MIGUEL CALMON, S/N- ZONA URBANA",CANELA,40110100,20,"Avenida Reitor Miguel Calmon",,Salvador,40110100,Canela,here_geocoder,-12.9957499,-38.52287,2838.328469928,1,3,0.38297872340426
241,3849011112,BA,38490,SALVADOR,1,1112,"ESCOLA DE BELAS ARTES","AV. ARAÚJO PINHO 212 - ZONA URBANA",CANELA,40110150,7,"Avenida Araújo Pinho",212,Salvador,40110150,Canela,here_geocoder,-12.99151,-38.52125,1352.5719591927,1,3,0.3
242,38490111848,BA,38490,SALVADOR,11,1848,"ESCOLA MUNICIPAL AFRÂNIO PEIXOTO","RUA 1 QUADRA C FIM DE LINHA - ZONA URBANA","SETE DE ABRIL",41385370,12
243,38490111856,BA,38490,SALVADOR,11,1856,"CENTRO SOCIAL URBANO DE CASTELO BRANCO","RUA A 3A. ETAPA DE CASTELO BRANCO - ZONA URBANA","CASTELO BRANCO (3A ETAPA)",41320010,14,"Rua Santa Luzia de Castelo Branco",,Salvador,41320370,"Castelo Branco",google_maps,-12.9081625,-38.4356658,-1,2,1,0.38028169014085
244,38490111864,BA,38490,SALVADOR,11,1864,"ESPECIAL ESCOLA MUNICIPAL AFRÂNIO PEIXOTO","RUA 1, QUADRA C, FIM DE LINHA - ZONA URBANA","SETE DE ABRIL",41385370,1
245,38490111872,BA,38490,SALVADOR,11,1872,"CRECHE / CENTRO DE EDUCAÇÃO INFANTIL UNIDOS DE CASTELO BRANCO","RUA DOS UNIDOS, S/N - ZONA URBANA","CASTELO BRANCO (4A ETAPA)",41320010,2,"Rua dos Unidos",,Salvador,41320380,"Castelo Branco",here_geocoder,-12.90766,-38.43554,24.283663677354,1,2,0.25
246,38490111880,BA,38490,SALVADOR,11,1880,"ESCOLA ESTADUAL CONSELHEIRO VICENTE PACHECO DE OLIVEIRA","RUA DAS PAULINAS, S/N - FIM DE LINHA - ZONA URBANA","DOM AVELAR",41315150,10,"Rua das Paulinas",,Salvador,41315150,"Dom Avelar",here_geocoder,-12.90307,-38.44885,215.24252868117,1,3,0.28571428571429
247,38490111899,BA,38490,SALVADOR,11,1899,"ESCOLA ESTADUAL RAIMUNDO DE ALMEIDA GOUVEIA","RUA A, S/N, 2A ETAPA DE CASTELO BRANCO - ZONA URBANA","CASTELO BRANCO (2A ETAPA)",41320010,17,"Rua Santa Luzia de Castelo Branco",,Salvador,41320370,"Castelo Branco",here_geocoder,-12.90795,-38.4357,-1,3,1,0.37837837837838
248,38490111902,BA,38490,SALVADOR,11,1902,"ESPECIAL ESCOLA ESTADUAL RAIMUNDO DE ALMEIDA GOUVEIA","RUA A, S/N, 2ª ETAPA DE CASTELO BRANCO - ZONA URBANA","CASTELO BRANCO (2A ETAPA)",41320020,1,"Rua 23-Quadra 10- Castelo Branco | 2ª Etapa",,Salvador,41310,"Castelo Branco",google_maps,-12.9006738,-38.4341534,-1,4,1,0.42666666666667
249,38490111910,BA,38490,SALVADOR,11,1910,"ESCOLA ESTADUAL DE 1. GRAU DANIEL LISBOA","RUA DR. ARTUR GONZALEZ 181 - ZONA URBANA","PAU DA LIMA",41235005,8,"Rua Doutor Arthur Gonzales",181,Salvador,41350290,"Pau da Lima",here_geocoder,-12.9208003,-38.4434584,1137.506878195,1,3,0.3
250,38490111929,BA,38490,SALVADOR,11,1929,"ESCOLA MUNICIPAL ALLAN KARDEC DE PIRAJÁ","RUA MARECHAL DEODORO S/N - ZONA URBANA","PAU DA LIMA",41235030,5,"Rua Marechal Deodoro",,Salvador,41235030,"Pau da Lima",here_geocoder,-12.9187999,-38.44512,2225.5649891443,2,3,0.41666666666667
251,38490111937,BA,38490,SALVADOR,11,1937,"ESCOLA ESTADUAL PROFESSORA MARIA DE LOURDES PARADA FRANCH","RUA MARECHAL DEODORO 11 - ZONA URBANA","PAU DA LIMA",41235030,5,"Rua Marechal Deodoro",11,Salvador,41235030,"Pau da Lima",here_geocoder,-12.9195883,-38.4471518,2057.4595906494,2,3,0.42553191489362
252,38490111945,BA,38490,SALVADOR,11,1945,"ESCOLA MUNICIPAL ROBERTO CORREIA","RUA JAIME VIEIRA LIMA S/N - ZONA URBANA","PAU DA LIMA",41235000,11,"Rua Jayme Vieira Lima",,Salvador,41235000,"Pau da Lima",here_geocoder,-12.91765,-38.44274,725.27721738429,1,3,0.40816326530612
253,38490111953,BA,38490,SALVADOR,11,1953,"ESPECIAL ESCOLA ESTADUAL PROFESSORA MARIA DE LOURDES PARADA FRANCH","RUA MARECHAL DEODODRO 11 - ZONA URBANA","PAU DA LIMA",41235030,1,"Rua Marechal Deodoro",11,Salvador,41235030,"Pau da Lima",here_geocoder,-12.9195883,-38.4471518,64.955537462649,2,2,0.41666666666667
254,38490111961,BA,38490,SALVADOR,11,1961,"ESCOLA MARISSOL","RUA SÃO DOMINGOS, 15 - ZONA URBANA","PAU DA LIMA",41253050,4,"Rua São Domingos",15,Salvador,41253050,"Sao Marcos",google_maps,-12.9233141,-38.4417151,1360.2264692875,2,2,0.32558139534884
255,38490111970,BA,38490,SALVADOR,11,1970,"ESPECIAL ESCOLA MUNICIPAL ARLETE MAGALHÃES - GIDAM","RUA B, S/N, LGO. DA FEIRINHA, 1ª ETAPA CASTELO BRANCO - ZONA URBANA","CASTELO BRANCO (1A ETAPA)",41300000,1,"Rua Castelo Branco",,Salvador,41320040,"Castelo Branco",here_geocoder,-12.89937,-38.4413399,-1,2,1,0.20224719101124
256,3849011198,BA,38490,SALVADOR,1,1198,"FACULDADE DE DIREITO DA UFBA","RUA DA PAZ S/N - ZONA URBANA",GRAÇA,40150140,14,"Rua da Paz",,Salvador,40150140,Graça,here_geocoder,-12.9976,-38.52217,163.3585758318,2,3,0.3030303030303
257,38490111988,BA,38490,SALVADOR,11,1988,"ESPECIAL ESCOLA ESTADUAL CONSELHEIRO VICENTE PACHECO DE OLIVEIRA","RUA DAS PAULINAS, S/N - FIM DE LINHA - ZONA URBANA","DOM AVELAR",41315150,1,"Rua das Paulinas",,Salvador,41315150,"Dom Avelar",here_geocoder,-12.90307,-38.44885,215.24252868117,1,3,0.28571428571429
258,38490111996,BA,38490,SALVADOR,11,1996,"ESCOLA DE 1. GRAU DEPUTADO ROGÉRIO REGO","RUA LUCIANO GOMES S/N - ZONA URBANA","JARDIM CAJAZEIRA",41230350,14,"Rua Luciano Gomes",,Salvador,41230350,"Jardim Cajazeiras",here_geocoder,-12.91655,-38.44957,2674.8778128683,2,3,0.34
259,38490112003,BA,38490,SALVADOR,11,2003,"ESCOLA ESTADUAL MARIA AMÉLIA MENEZES SANTOS","ALAMEDA ANTÔNIO CARLOS MAGALHÃES S/N ALTO DO COROADO - ZONA URBANA","SÃO MARCOS",41253260,10,"Avenida Antônio Carlos Magalhães",,Salvador,41150200,"Pau Miúdo",here_geocoder,-12.96756,-38.4799999,-1,1,1,0.38961038961039
260,3849011201,BA,38490,SALVADOR,1,1201,"FACULDADE DE EDUCAÇÃO DA UFBA","RUA REITOR MIGUEL CALMON, S/N - ZONA URBANA",CANELA,40110100,7,"Avenida Reitor Miguel Calmon",,Salvador,40110100,Canela,here_geocoder,-12.9957499,-38.52287,2838.328469928,1,3,0.38297872340426
261,38490112011,BA,38490,SALVADOR,11,2011,"ESCOLA ESTADUAL PROF. ROBERTO SANTOS","RUA A, FIM DE LINHA - ZONA URBANA","CASTELO BRANCO (3A ETAPA)",41320010,9,"Rua Castelo Branco",3A,Salvador,41320040,"Castelo Branco",here_geocoder,-12.9004264,-38.4409825,-1,2,1,0.32142857142857
262,38490112038,BA,38490,SALVADOR,11,2038,"ESCOLA MUNICIPAL ARLETE MAGALHÃES - GIDAM","RUA B, S/N, LGO DA FEIRINHA, 1A ETAPA DE CASTELO BRANCO - ZONA URBANA","CASTELO BRANCO (1A ETAPA)",41300000,19,"Rua Bela Vista de Castelo Branco",,Salvador,41322075,"Castelo Branco",google_maps,-12.9039225,-38.4387358,-1,3,1,0.32222222222222
263,38490112046,BA,38490,SALVADOR,11,2046,"ESCOLA MUNICIPAL SOCIEDADE FRATERNAL","RUA PARQUE ASCENÇÃO, N 3 - ZONA URBANA","PAU DA LIMA",41253260,8,"Avenida Ascenção",,Salvador,41387,"Pau da Lima",google_maps,-12.9203715,-38.4395555,-1,1,1,0.24489795918367
264,38490112054,BA,38490,SALVADOR,11,2054,"ESCOLA MUNICIPAL DE SÃO MARCOS","RUA SÃO MARCOS, 273 - ZONA URBANA","SÃO MARCOS",41630160,4,"Rua São Marcos",273,Salvador,41253100,"São Marcos",here_geocoder,-12.9244465,-38.440848,2046.7457674115,4,3,0.31707317073171
265,38490112062,BA,38490,SALVADOR,11,2062,"COLÉGIO ESTADUAL ERALDO TINOCO","RUA 03 QUADRA G - ZONA URBANA","SETE DE ABRIL",41385370,15
266,38490112070,BA,38490,SALVADOR,11,2070,"ESCOLA MANOEL CLEMENTE FERREIRA","RUA SÃO JOSÉ S/N - ZONA URBANA","VILA CANÁRIA",41390365,5,"Rua São José",,Salvador,41390365,"Vila Canária",here_geocoder,-12.9124199,-38.44454,1764.4887965919,1,3,0.25581395348837
267,38490112089,BA,38490,SALVADOR,11,2089,"ESPECIAL CENTRO SOCIAL URBANO DE CASTELO BRANCO","RUA A, 3. ETAPA DE CASTELO BRANCO - ZONA URBANA","CASTELO BRANCO (3A ETAPA)",41320010,1,"Rua Santa Luzia de Castelo Branco",,Salvador,41320370,"Castelo Branco",google_maps,-12.9081625,-38.4356658,168.28065647645,2,2,0.37142857142857
268,38490112097,BA,38490,SALVADOR,11,2097,"ESCOLA MUNICIPAL CLÉRISTON ANDRADE","RUA DIRETA DE SÃO MARCOS S/N - ZONA URBANA","SÃO MARCOS",41253160,13,"Rua São Marcos",853,Salvador,41253281,"São Marcos",google_maps,-12.9246741,-38.4402747,-1,2,1,0.25490196078431
269,38490112100,BA,38490,SALVADOR,11,2100,"ESPECIAL ESCOLA MUNICIPAL ROBERTO CORREIA","RUA JAIME VIEIRA LIMA, S/N - ZONA URBANA","PAU DA LIMA",41235000,1,"Rua Jayme Vieira Lima",,Salvador,41235000,"Pau da Lima",here_geocoder,-12.91765,-38.44274,725.27721738429,1,3,0.40816326530612
270,38490112119,BA,38490,SALVADOR,11,2119,"ESPECIAL ESCOLA DE 1. GRAU DEPUTADO ROGÉRIO REGO","RUA LUCIANO GOMES S/N - ZONA URBANA","JARDIM CAJAZEIRA",41230350,1,"Rua Luciano Gomes",,Salvador,41230350,"Jardim Cajazeiras",here_geocoder,-12.91655,-38.44957,2674.8778128683,2,3,0.34
271,38490112127,BA,38490,SALVADOR,11,2127,"ESPECIAL ESCOLA ALAN KARDEC DE PIRAJÁ","RUA MARECHAL DEODORO, S/N - ZONA URBANA","PAU DA LIMA",41235120,1,"Rua Marechal Deodoro",,Salvador,,"Pau da Lima",google_maps,-12.9188018,-38.4450028,2225.5649891443,2,3,0.41666666666667
272,38490112135,BA,38490,SALVADOR,11,2135,"COLÉGIO ESTADUAL DE PAU DA LIMA","RUA ISMAR MARTINS, 40 - ZONA URBANA","PAU DA LIMA",41235010,7,"Rua Ismar Araújo",,Salvador,41247,"Pau da Lima",google_maps,-12.9159075,-38.4426985,-1,1,1,0.29545454545455
273,38490112143,BA,38490,SALVADOR,11,2143,"COLÉGIO ESTADUAL FILADÉLFIA","RUA SÃO PEDRO, N 8 - ZONA URBANA","VILA CANÁRIA",41390000,2,"Rua São Pedro",2,Salvador,41390000,"Vila Canária",here_geocoder,-12.91138,-38.44274,3088.9197752783,1,3,0.25581395348837
274,3849011228,BA,38490,SALVADOR,1,1228,"ESCOLA SANTA TEREZINHA","LGO. DO CHAME-CHAME - ZONA URBANA",CHAME-CHAME,40155510,3,"Avenida Centenário",2883,Salvador,40155150,Chame-Chame,google_maps,-13.0060134,-38.5228971,-1,2,1,0.16279069767442
275,3849011350,BA,38490,SALVADOR,1,1350,"ESCOLA DE ADMINISTRAÇÃO DA UFBA","RUA REITOR MIGUEL CALMON, S/Nº - ZONA URBANA",CANELA,40110100,14,"Avenida Reitor Miguel Calmon",,Salvador,40110100,Canela,here_geocoder,-12.9957499,-38.52287,2838.328469928,1,3,0.36734693877551
276,3849011430,BA,38490,SALVADOR,1,1430,"ASSOCIAÇÃO CIVIL CASA D'ITÁLIA","AV. SETE DE SETEMBRO 1238 - ZONA URBANA","CAMPO GRANDE",40080121,5,"Avenida Sete de Setembro",1238,Salvador,40080001,"Campo Grande",google_maps,-12.9859113,-38.5202329,3431.4185963218,3,3,0.3
277,3849011449,BA,38490,SALVADOR,1,1449,"ASSOCIAÇÃO CULTURAL BRASIL ESTADOS UNIDOS - ACBEU","AV. SETE DE SETEMBRO 1883 - ZONA URBANA",VITÓRIA,40080002,12,"Avenida Sete de Setembro",1883,Salvador,40080002,Vitória,google_maps,-12.9901319,-38.52427,4723.8860747066,3,2,0.32608695652174
278,3849011457,BA,38490,SALVADOR,1,1457,"COLÉGIO ESTADUAL ODORICO TAVARES","AV. SETE DE SETEMBRO S/N - ZONA URBANA",VITÓRIA,40080001,24,"Avenida Sete de Setembro",,Salvador,40080001,Vitória,here_geocoder,-12.98586,-38.51985,1062.1845667947,3,2,0.33333333333333
279,3849011619,BA,38490,SALVADOR,1,1619,"ESPECIAL COLÉGIO ESTADUAL DEPUTADO MANOEL NOVAIS","AV. ARAÚJO PINHO 30 - ZONA URBANA",CANELA,40110150,1,"Avenida Araújo Pinho",30,Salvador,40110150,Canela,here_geocoder,-12.990283,-38.5206487,2530.9442811687,1,3,0.30769230769231
280,3849011627,BA,38490,SALVADOR,1,1627,"ESPECIAL COLÉGIO ESTADUAL ODORICO TAVARES","AV. SETE DE SETEMBRO S/N - ZONA URBANA",VITÓRIA,40080002,1,"Avenida Sete de Setembro",2009,Salvador,40080002,Vitória,google_maps,-12.991045,-38.524959,362.17355826368,3,1,0.33333333333333
281,3849011635,BA,38490,SALVADOR,1,1635,"ESPECIAL PAVILHÃO DE AULAS DO CANELA - UFBA","RUA REITOR MIGUEL CALMON, S/N - ZONA URBANA",CANELA,40110100,1,"Avenida Reitor Miguel Calmon",,Salvador,40110100,Canela,here_geocoder,-12.9957499,-38.52287,2838.328469928,1,3,0.38297872340426
282,3849011643,BA,38490,SALVADOR,1,1643,"ESPECIAL ESCOLA DE BELAS ARTES","AV. ARAÚJO PINHO, 212 - ZONA URBANA",CANELA,40110150,1,"Avenida Araújo Pinho",212,Salvador,40110150,Canela,here_geocoder,-12.99151,-38.52125,1352.5719591927,1,3,0.3
283,3849011651,BA,38490,SALVADOR,1,1651,"ESPECIAL ASSOC. CULTURAL BRASIL ESTADOS UNIDOS - ACBEU","AV SETE DE SETEMBRO, 1883 - ZONA URBANA",VITÓRIA,40080002,1,"Avenida Sete de Setembro",1883,Salvador,40080002,Vitória,google_maps,-12.9901319,-38.52427,4723.8860747066,4,2,0.48
284,3849011660,BA,38490,SALVADOR,1,1660,"ESPECIAL COLÉGIO SANTA CECÍLIA","RUA FLORIANÓPOLIS, 84 - ZONA URBANA","JARDIM BRASIL",40140320,1,"Rua Florianópolis",84,Salvador,40140320,Barra,google_maps,-13.0050122,-38.5274865,146.21723644276,1,3,0.38297872340426
285,3849011678,BA,38490,SALVADOR,1,1678,"ESPECIAL CABANA DA BARRA","AV. AFONSO CELSO, 01 - ZONA URBANA",BARRA,40140080,1,"Rua Afonso Celso",,Salvador,40140080,Barra,here_geocoder,-13.00866,-38.52948,2302.9223782478,1,3,0.35135135135135
286,3849011708,BA,38490,SALVADOR,1,1708,"ESPECIAL BAHIA BRITISH CLUB (CLUBE INGLÊS)","RUA BANCO DOS INGLESES, 20 - ZONA URBANA","CAMPO GRANDE",40080040,1,"Rua Banco dos Inglêses",20,Salvador,40080040,"Campo Grande",google_maps,-12.9871061,-38.5228545,447.07853648744,1,3,0.4
287,3849011724,BA,38490,SALVADOR,1,1724,"ESPECIAL FACULDADE DE DIREITO DA UFBA","RUA DA PAZ, S/N - ZONA URBANA",GRAÇA,40150140,1,"Rua da Paz",,Salvador,40150140,Graça,here_geocoder,-12.9976,-38.52217,163.3585758318,2,3,0.3030303030303
288,3849011740,BA,38490,SALVADOR,1,1740,"ESPECIAL ESCOLA SANTA TEREZINHA","LARGO DO CHAME-CHAME - ZONA URBANA",CHAME-CHAME,40157510,1
289,3849011767,BA,38490,SALVADOR,1,1767,"ASSOCIAÇÃO ATLÉTICA DA BAHIA","RUA BARÃO DE ITAPUÃ, N 218 - ZONA URBANA",BARRA,40140160,14,"Rua Barão de Itapoan",218,Salvador,40140060,Barra,google_maps,-13.005067,-38.5310522,1058.7802489333,1,3,0.46666666666667
290,3849011775,BA,38490,SALVADOR,1,1775,"ESPECIAL ASSOCIAÇÃO ATLÉTICA DA BAHIA","RUA BARÃO DE ITAPUÃ, N 218 - ZONA URBANA",BARRA,40140160,2,"Rua Barão de Itapoan",218,Salvador,40140060,Barra,google_maps,-13.005067,-38.5310522,1058.7802489333,1,3,0.46666666666667
291,3849011783,BA,38490,SALVADOR,1,1783,"ESCOLA MUNICIPAL CASA DA AMIZADE","RUA QUINTINO DE CARVALHO, 277 - ZONA URBANA",ONDINA,40155280,8,"Rua Quintino de Carvalno",277,Salvador,40155280,Ondina,here_geocoder,-13.0025104,-38.5178695,903.8188740667,1,3,0.51063829787234
292,3849011791,BA,38490,SALVADOR,1,1791,"ESPECIAL ESCOLA MUNICIPAL CASA DA AMIZADE","RUA QUINTINO DE CARVALHO, 277 - ZONA URBANA",ONDINA,40155280,1,"Rua Quintino de Carvalno",277,Salvador,40155280,Ondina,here_geocoder,-13.0025104,-38.5178695,903.8188740667,1,3,0.51063829787234
293,3849011805,BA,38490,SALVADOR,1,1805,"COLÉGIO DO SS SACRAMENTO - SACRAMENTINAS","AV LEOVIGILDO FILGUEIRAS, N 1211 - ZONA URBANA",GARCIA,40100000,13,"Avenida Leovigildo Filgueiras",,Salvador,40100000,Garcia,here_geocoder,-12.99118,-38.51829,1455.2998973589,2,2,0.52727272727273
294,3849011813,BA,38490,SALVADOR,1,1813,"COLÉGIO ANTÔNIO VIEIRA","AV. LEOVIGILDO FILGUEIRAS 683 - ZONA URBANA",GARCIA,40100000,24,"Avenida Leovigildo Filgueiras",683,Salvador,40100000,Garcia,google_maps,-12.992974,-38.515102,1922.9007809468,1,3,0.41666666666667
295,3849011821,BA,38490,SALVADOR,1,1821,"CENTRO EDUCACIONAL EDGARD SANTOS","RUA PREDILIANO PITA S/N - ZONA URBANA",GARCIA,40100200,13,"Rua Prediliano Pitta",,Salvador,40100200,Garcia,here_geocoder,-12.9936,-38.5117199,737.02970445974,1,2,0.45238095238095
296,3849011830,BA,38490,SALVADOR,1,1830,"ESPECIAL COLEGIO DO SS SACRAMENTO - SACRAMENTINAS","AV LEOVIGILDO FILGUEIRAS , N 1211 - ZONA URBANA",GARCIA,40100000,1,"Avenida Leovigildo Filgueiras",,Salvador,40100000,Garcia,here_geocoder,-12.99118,-38.51829,1455.2998973589,2,2,0.52727272727273
297,3849011848,BA,38490,SALVADOR,1,1848,"ESPECIAL COLEGIO ANTONIO VIEIRA","AVENIDA LEOVIGILDO FILGUEIRAS 683 - ZONA URBANA",GARCIA,40100000,1,"Avenida Leovigildo Filgueiras",683,Salvador,40100000,Garcia,google_maps,-12.992974,-38.515102,1922.9007809468,1,3,0.55769230769231
298,3849011856,BA,38490,SALVADOR,1,1856,"ESCOLA POLITÉCNICA DA UFBA","RUA PROFESSOR ARISTIDES NOVIS, N 02 - ZONA URBANA",FEDERAÇÃO,40210910,13,"Rua Professor Aristídes Novis",2,Salvador,40210630,Ondina,google_maps,-12.9996338,-38.5103015,3777.8318030266,1,3,0.46551724137931
299,3849011864,BA,38490,SALVADOR,1,1864,"COLÉGIO NOSSA SENHORA DAS MERCÊS","AVENIDA SETE DE SETEMBRO, N 1105 - ZONA URBANA",POLITEAMA,40060000,5,"Avenida Sete de Setembro",1105,Salvador,40060000,Centro,here_geocoder,-12.9855973,-38.5191117,280.72110488714,1,3,0.45283018867925
